date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:07:35	19517/19517	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2006:18:48%20GMT	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/multiselect/js/jquery.multi-select.js	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/multiselect/js/jquery.multi-select.js	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/forms-advanced.html)
12:07:36	1264/1264	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2006:10:02%20GMT	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/js/forms-advanced.js	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/js/forms-advanced.js	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/forms-advanced.html)
12:07:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2018%20Dec%202014%2015:03:44%20GMT	http://cl.ly/image/2u170I1q1G3A/addItem.png	C:/Users/jethro/Desktop/demo/cl.ly/image/2u170I1q1G3A/addItem.44.delayed	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/forms-autocomplete.html)
12:07:37	10289/10289	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2006:10:41%20GMT	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/bootstrap-3-typeahead/bootstrap3-typeahead.min.js	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/bootstrap-3-typeahead/bootstrap3-typeahead.min.js	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/forms-autocomplete.html)
12:07:37	840/840	---M--	200	added ('OK')	application/javascript	etag:%225b5ffd3a-348%22	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/js/forms-autocomplete.js	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/js/forms-autocomplete.js	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/forms-autocomplete.html)
12:07:38	964/964	---M--	200	added ('OK')	application/javascript	etag:%225b5ffd3a-3c4%22	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/js/forms-dropzone.js	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/js/forms-dropzone.js	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/forms-dropzone.html)
12:07:38	121518/121518	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2006:13:27%20GMT	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/dropzone/dropzone.js	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/dropzone/dropzone.js	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/forms-dropzone.html)
12:07:38	17676/17676	---MCZ	200	added ('OK')	text/css	date:Tue,%2031%20Jul%202018%2006:20:01%20GMT	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/summernote/summernote-bs4.css	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/summernote/summernote-bs4.css	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/forms-texteditor.html)
12:07:39	57/57	---M--	200	added ('OK')	application/javascript	etag:%225b5ffd3b-39%22	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/js/forms-texteditor.js	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/js/forms-texteditor.js	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/forms-texteditor.html)
12:07:39	118619/118619	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2006:20:11%20GMT	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/summernote/summernote-bs4.min.js	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/summernote/summernote-bs4.min.js	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/forms-texteditor.html)
12:07:39	547/547	---M--	200	added ('OK')	application/javascript	etag:%225b5ffd3b-223%22	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/js/forms-validation.js	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/js/forms-validation.js	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/forms-validation.html)
12:07:40	3360/3360	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2006:09:59%20GMT	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/js/charts-custom.js	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/js/charts-custom.js	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/charts.html)
12:07:40	18036/18036	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2006:15:10%20GMT	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/gaugeJS/gauge.min.js	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/gaugeJS/gauge.min.js	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/charts-gauge-sparkline.html)
12:07:41	1861/1861	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2006:09:59%20GMT	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/js/charts-gauge-sparkline.js	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/js/charts-gauge-sparkline.js	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/charts-gauge-sparkline.html)
12:07:41	62673/62673	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2006:15:46%20GMT	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/jquery-sparkline/jquery.sparkline.min.js	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/jquery-sparkline/jquery.sparkline.min.js	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/charts-gauge-sparkline.html)
12:07:42	5799/5799	---MCZ	200	added ('OK')	text/css	date:Tue,%2031%20Jul%202018%2006:13:07%20GMT	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/datatables.net-bs4/css/dataTables.bootstrap4.css	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/datatables.net-bs4/css/dataTables.bootstrap4.css	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/tables-datatable.html)
12:07:42	3993/3993	---MCZ	200	added ('OK')	text/css	date:Tue,%2031%20Jul%202018%2006:13:17%20GMT	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/datatables.net-responsive-bs4/css/responsive.bootstrap4.min.css	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/datatables.net-responsive-bs4/css/responsive.bootstrap4.min.css	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/tables-datatable.html)
12:07:43	4693/4693	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2006:13:09%20GMT	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/datatables.net-bs4/js/dataTables.bootstrap4.js	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/datatables.net-bs4/js/dataTables.bootstrap4.js	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/tables-datatable.html)
12:07:43	13031/13031	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2006:13:13%20GMT	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/datatables.net-responsive/js/dataTables.responsive.min.js	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/datatables.net-responsive/js/dataTables.responsive.min.js	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/tables-datatable.html)
12:07:44	447569/447569	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2006:13:02%20GMT	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/datatables.net/js/jquery.dataTables.js	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/datatables.net/js/jquery.dataTables.js	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/tables-datatable.html)
12:07:44	1244/1244	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2006:13:19%20GMT	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/datatables.net-responsive-bs4/js/responsive.bootstrap4.min.js	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/datatables.net-responsive-bs4/js/responsive.bootstrap4.min.js	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/tables-datatable.html)
12:07:44	184/184	---M--	200	added ('OK')	application/javascript	etag:%225b5ffd3d-b8%22	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/js/tables-datatable.js	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/js/tables-datatable.js	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/tables-datatable.html)
12:07:45	47516/47516	---M--	200	added ('OK')	image/jpeg	etag:%225b5ffd21-b99c%22	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/img/mockup1.jpg	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/img/mockup1.jpg	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/components-cards.html)
12:07:45	59882/59882	---M--	200	added ('OK')	image/jpeg	etag:%225b5ffd24-e9ea%22	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/img/mockup3.jpg	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/img/mockup3.jpg	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/components-cards.html)
12:07:46	62946/62946	---M--	200	added ('OK')	image/jpeg	etag:%225b5ffd26-f5e2%22	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/img/mockup4.jpg	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/img/mockup4.jpg	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/components-cards.html)
12:07:46	84832/84832	---M--	200	added ('OK')	image/jpeg	etag:%225b5ffd28-14b60%22	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/img/mockup5.jpg	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/img/mockup5.jpg	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/components-cards.html)
12:07:46	84194/84194	---M--	200	added ('OK')	image/jpeg	etag:%225b5ffd2b-148e2%22	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/img/mockup6.jpg	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/img/mockup6.jpg	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/components-cards.html)
12:07:47	52413/52413	---M--	200	added ('OK')	image/jpeg	etag:%225b5ffd2c-ccbd%22	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/img/mockup7.jpg	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/img/mockup7.jpg	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/components-cards.html)
12:07:47	67699/67699	---M--	200	added ('OK')	image/jpeg	etag:%225b5ffd23-10873%22	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/img/mockup2.jpg	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/img/mockup2.jpg	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/components-cards.html)
12:07:47	16066/16066	---MCZ	200	added ('OK')	text/css	date:Tue,%2031%20Jul%202018%2006:14:27%20GMT	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/fullcalendar/fullcalendar.min.css	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/fullcalendar/fullcalendar.min.css	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/components-calendar.html)
12:07:47	51638/51638	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2006:18:38%20GMT	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/moment/min/moment.min.js	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/moment/min/moment.min.js	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/components-calendar.html)
12:07:48	4626/4626	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2006:14:35%20GMT	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/fullcalendar/gcal.min.js	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/fullcalendar/gcal.min.js	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/components-calendar.html)
12:07:49	213774/213774	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2006:14:33%20GMT	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/fullcalendar/fullcalendar.min.js	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/fullcalendar/fullcalendar.min.js	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/components-calendar.html)
12:07:49	957/957	---M--	200	added ('OK')	application/javascript	etag:%225b5ffd38-3bd%22	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/js/components-calendar.js	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/js/components-calendar.js	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/components-calendar.html)
12:07:49	2608/2608	---MCZ	200	added ('OK')	text/css	date:Tue,%2031%20Jul%202018%2006:16:22%20GMT	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/lightbox2/css/lightbox.min.css	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/lightbox2/css/lightbox.min.css	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/components-gallery.html)
12:07:49	9418/9418	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2006:16:37%20GMT	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/lightbox2/js/lightbox.min.js	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/lightbox2/js/lightbox.min.js	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/components-gallery.html)
12:07:50	7802/7802	---MCZ	200	added ('OK')	text/css	date:Tue,%2031%20Jul%202018%2006:16:17%20GMT	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/ladda/ladda-themeless.min.css	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/ladda/ladda-themeless.min.css	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/components-loading-buttons.html)
12:07:50	4117/4117	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2006:16:19%20GMT	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/ladda/spin.min.js	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/ladda/spin.min.js	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/components-loading-buttons.html)
12:07:51	5040/5040	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2006:16:19%20GMT	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/ladda/ladda.min.js	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/ladda/ladda.min.js	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/components-loading-buttons.html)
12:07:51	294/294	---M--	200	added ('OK')	application/javascript	etag:%225b5ffd38-126%22	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/js/components-ladda.js	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/js/components-ladda.js	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/components-loading-buttons.html)
12:07:51	23670/23670	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2006:15:12%20GMT	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/google-maps-infobox/infobox-lib.js	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/google-maps-infobox/infobox-lib.js	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/components-map.html)
12:07:52	3263/3263	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2006:10:01%20GMT	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/js/components-map.js	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/js/components-map.js	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/components-map.html)
12:07:53	2128/2128	---M--	200	added ('OK')	image/png	etag:%225b5ffd1d-850%22	https://demo.bootstrapious.com/dashboard-premium/1-4-4/img/map-marker-default.png	C:/Users/jethro/Desktop/demo/demo.bootstrapious.com/dashboard-premium/1-4-4/img/map-marker-default.png	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/components-map.html)
12:07:54	2113/2113	---M--	200	added ('OK')	image/png	etag:%225b5ffd1e-841%22	https://demo.bootstrapious.com/dashboard-premium/1-4-4/img/map-marker-red.png	C:/Users/jethro/Desktop/demo/demo.bootstrapious.com/dashboard-premium/1-4-4/img/map-marker-red.png	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/components-map.html)
12:07:54	2132/2132	---M--	200	added ('OK')	image/png	etag:%225b5ffd1d-854%22	https://demo.bootstrapious.com/dashboard-premium/1-4-4/img/map-marker-blue.png	C:/Users/jethro/Desktop/demo/demo.bootstrapious.com/dashboard-premium/1-4-4/img/map-marker-blue.png	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/components-map.html)
12:07:54	2100/2100	---M--	200	added ('OK')	image/png	etag:%225b5ffd1e-834%22	https://demo.bootstrapious.com/dashboard-premium/1-4-4/img/map-marker-pink.png	C:/Users/jethro/Desktop/demo/demo.bootstrapious.com/dashboard-premium/1-4-4/img/map-marker-pink.png	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/components-map.html)
12:07:55	2100/2100	---M--	200	added ('OK')	image/png	etag:%225b5ffd1f-834%22	https://demo.bootstrapious.com/dashboard-premium/1-4-4/img/map-marker-violet.png	C:/Users/jethro/Desktop/demo/demo.bootstrapious.com/dashboard-premium/1-4-4/img/map-marker-violet.png	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/components-map.html)
12:07:55	2038/2038	---M--	200	added ('OK')	image/png	etag:%225b5ffd1f-7f6%22	https://demo.bootstrapious.com/dashboard-premium/1-4-4/img/map-marker-sea.png	C:/Users/jethro/Desktop/demo/demo.bootstrapious.com/dashboard-premium/1-4-4/img/map-marker-sea.png	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/components-map.html)
12:07:56	1058/1058	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2031%20Jul%202018%2006:10:01%20GMT	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/js/components-notifications.js	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/js/components-notifications.js	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/components-notifications.html)
12:07:56	110/110	---M--	200	added ('OK')	application/javascript	etag:%225b5ffd39-6e%22	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/js/components-preloader.js	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/js/components-preloader.js	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/components-preloader.html)
12:07:57	89479/89479	---M--	200	added ('OK')	image/jpeg	etag:%225b5ffcae-15d87%22	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/img/avatar-0.jpg	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/img/avatar-0.jpg	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/pages-contacts.html)
12:07:58	18829/18829	---M--	200	added ('OK')	image/jpeg	etag:%225b5ffcb3-498d%22	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/img/avatar-4.jpg	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/img/avatar-4.jpg	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/pages-contacts.html)
12:07:58	40211/40211	---M--	200	added ('OK')	image/jpeg	etag:%225b5ffcb8-9d13%22	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/img/avatar-8.jpg	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/img/avatar-8.jpg	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/pages-contacts.html)
12:07:59	54977/54977	---M--	200	added ('OK')	image/jpeg	etag:%225b5ffcba-d6c1%22	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/img/avatar-9.jpg	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/img/avatar-9.jpg	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/pages-contacts.html)
12:07:59	45704/45704	---M--	200	added ('OK')	image/jpeg	etag:%225b5ffcaf-b288%22	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/img/avatar-10.jpg	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/img/avatar-10.jpg	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/pages-contacts.html)
12:07:59	60025/60025	---M--	200	added ('OK')	image/jpeg	etag:%225b5ffcb1-ea79%22	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/img/avatar-11.jpg	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/img/avatar-11.jpg	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/pages-contacts.html)
12:07:59	6660/6660	---M--	200	added ('OK')	text/html	etag:%225b5ffd40-1a04%22	https://demo.bootstrapious.com/dashboard-premium/1-4-4/register.html	C:/Users/jethro/Desktop/demo/demo.bootstrapious.com/dashboard-premium/1-4-4/register.html	(from https://demo.bootstrapious.com/dashboard-premium/1-4-4/login.html)
12:08:00	9082/9082	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2031%20Jul%202018%2006:19:16%20GMT	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/summernote/font/summernote.eot?dbafe969167589eda84514394d126413	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/summernote/font/summernote9d3d.eot	(from https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/summernote/summernote-bs4.css)
12:08:00	9082/9082	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2031%20Jul%202018%2006:19:16%20GMT	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/summernote/font/summernote.eot?	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/summernote/font/summernoted41d.eot	(from https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/summernote/summernote-bs4.css)
12:08:00	15692/15692	---M--	200	added ('OK')	application/font-woff	etag:%225b5fff65-3d4c%22	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/summernote/font/summernote.woff?dbafe969167589eda84514394d126413	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/summernote/font/summernote9d3d.woff	(from https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/summernote/summernote-bs4.css)
12:08:01	8896/8896	---M--	200	added ('OK')	application/octet-stream	etag:%225b5fff65-22c0%22	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/summernote/font/summernote.ttf?dbafe969167589eda84514394d126413	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/summernote/font/summernote9d3d.ttf	(from https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/summernote/summernote-bs4.css)
12:08:01	8476/8476	---M--	200	added ('OK')	image/gif	etag:%225b5ffeb8-211c%22	https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/lightbox2/images/loading.gif	C:/Users/jethro/Desktop/demo/d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/lightbox2/images/loading.gif	(from https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/lightbox2/css/lightbox.min.css)
12:08:02	178/178	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Sep%202018%2004:08:02%20GMT	https://d19m59y37dris4.cloudfront.net/robots.txt		(from https://d19m59y37dris4.cloudfront.net/dashboard-premium/1-4-4/vendor/summernote/summernote-bs4.css)
